LONG	LAT	DPGAG	MMIYAMAZAK	DISTKM	DPGAGAL
97.80801	18.99854	0.29	8	633.125437	288.14585500
97.80801	19.02354	0.28	8	633.125437	277.63901010
97.80801	19.04854	0.28	8	633.130683	277.45562580
97.80801	19.07354	0.29	8	633.147873	288.01150390
97.80801	19.27354	0.30	9	633.715135	297.24740680
97.80801	19.34854	0.29	8	634.124536	288.14585500
97.80801	19.37354	0.28	8	634.284790	277.63901010
97.80801	19.39854	0.28	8	634.456923	271.01167610
97.83301	17.79854	0.38	9	639.006544	368.19361620
97.83301	17.82354	0.36	9	638.561866	349.07947470
97.83301	17.84854	0.34	9	638.128729	330.23305480
97.83301	17.87354	0.33	9	637.707157	322.69958620
97.83301	17.89854	0.34	9	637.297172	338.28725640
97.83301	17.92354	0.36	9	636.898798	348.63327220
97.83301	17.94854	0.37	9	636.512055	361.05731700
97.83301	17.97354	0.38	9	636.136966	373.36172080
97.83301	17.99854	0.39	9	635.773550	377.75804200
97.83301	18.02354	0.39	9	635.421828	377.75804200
97.83301	18.04854	0.39	9	635.081820	377.75804200
97.83301	18.07354	0.38	9	634.753543	373.49116860
97.83301	18.09854	0.37	9	634.437017	361.29463800
97.83301	18.12354	0.36	9	634.132259	352.30390130
97.83301	18.14854	0.36	9	633.839285	352.30390130
97.83301	18.17354	0.37	9	633.558113	361.05731700
97.83301	18.19854	0.38	9	633.288757	373.36172080
97.83301	18.22354	0.39	9	633.031234	379.14372160
97.83301	18.24854	0.40	9	632.785557	393.19370910
97.83301	18.27354	0.41	9	632.551740	398.24609520
97.83301	18.29854	0.41	9	632.329797	398.24609520
97.83301	18.32354	0.40	9	632.119739	393.34277020
97.83301	18.34854	0.39	9	631.921580	379.41438520
97.83301	18.37354	0.38	9	631.735329	373.36172080
97.83301	18.39854	0.39	9	631.560997	377.75804200
97.83301	18.42354	0.39	9	631.398595	377.75804200
97.83301	18.44854	0.39	9	631.248132	377.75804200
97.83301	18.47354	0.39	9	631.109616	377.75804200
97.83301	18.49854	0.39	9	630.983054	377.75804200
97.83301	18.52354	0.39	9	630.868455	377.75804200
97.83301	18.54854	0.39	9	630.765825	377.75804200
97.83301	18.57354	0.38	9	630.675169	373.49116860
97.83301	18.59854	0.38	9	630.596493	373.36172080
97.83301	18.62354	0.39	9	630.529801	377.75804200
97.83301	18.64854	0.39	9	630.475097	377.75804200
97.83301	18.67354	0.39	9	630.432384	377.75804200
97.83301	18.69854	0.39	9	630.401664	377.75804200
97.83301	18.72354	0.39	9	630.382940	377.75804200
97.83301	18.74854	0.39	9	630.376212	377.75804200
97.83301	18.77354	0.38	9	630.381481	373.49116860
97.83301	18.79854	0.37	9	630.398747	361.29463800
97.83301	18.82354	0.36	9	630.428008	348.74212600
97.83301	18.84854	0.35	9	630.469262	338.48829270
97.83301	18.87354	0.33	9	630.522508	322.96632710
97.83301	18.89854	0.33	9	630.475097	321.78462580
97.83301	18.92354	0.33	9	630.432384	324.76977000
97.83301	18.94854	0.33	9	630.401664	324.76977000
97.83301	18.97354	0.33	9	630.382940	321.87288560
97.83301	18.99854	0.32	9	630.376212	313.47545120
97.83301	19.02354	0.31	9	630.376212	300.60520380
97.83301	19.04854	0.31	9	630.381481	300.38161220
97.83301	19.07354	0.32	9	630.398747	313.30971890
97.83301	19.24854	0.33	9	630.855336	321.78462580
97.83301	19.27354	0.33	9	630.968480	324.76977000
97.83301	19.32354	0.33	9	631.230650	321.87288560
97.83301	19.34854	0.32	9	631.379661	313.47545120
97.83301	19.37354	0.31	9	631.540612	300.60520380
97.83301	19.39854	0.30	9	631.713493	297.24740680
97.83301	19.42354	0.30	9	631.898295	297.24740680
97.85801	17.79854	0.36	9	636.294617	349.07947470
97.85801	17.82354	0.34	9	635.848042	330.23305480
97.85801	17.84854	0.34	9	635.413054	338.28725640
97.85801	17.87354	0.36	9	634.989679	348.63327220
97.85801	17.89854	0.37	9	634.577939	361.05731700
97.85801	17.92354	0.38	9	634.177856	373.36172080
97.85801	17.94854	0.39	9	633.789454	379.14372160
97.85801	17.97354	0.40	9	633.412752	393.19370910
97.85801	17.99854	0.41	9	633.047772	398.24609520
97.85801	18.02354	0.41	9	632.694535	398.24609520
97.85801	18.04854	0.41	9	632.353060	398.24609520
97.85801	18.07354	0.40	9	632.023367	393.34277020
97.85801	18.09854	0.39	9	631.705472	379.41438520
97.85801	18.12354	0.39	9	631.399396	377.75804200
97.85801	18.14854	0.39	9	631.105153	377.75804200
97.85801	18.17354	0.39	9	630.822762	379.14372160
97.85801	18.19854	0.40	9	630.552238	393.19370910
97.85801	18.22354	0.41	9	630.293597	398.24609520
97.85801	18.24854	0.41	9	630.046852	405.12840210
97.85801	18.27354	0.42	9	629.812019	410.60835820
97.85801	18.29854	0.42	9	629.589110	410.60835820
97.85801	18.32354	0.41	9	629.378137	405.29021190
97.85801	18.34854	0.40	9	629.179114	390.23798480
97.85801	18.37354	0.40	9	628.992051	393.19370910
97.85801	18.39854	0.41	9	628.816960	398.24609520
97.85801	18.42354	0.41	9	628.653849	398.24609520
97.85801	18.44854	0.41	9	628.502728	398.24609520
97.85801	18.47354	0.41	9	628.363607	398.24609520
97.85801	18.49854	0.41	9	628.236492	398.24609520
97.85801	18.52354	0.41	9	628.121392	398.24609520
97.85801	18.54854	0.41	9	628.018313	398.24609520
97.85801	18.57354	0.40	9	627.927260	393.34277020
97.85801	18.59854	0.40	9	627.848239	393.19370910
97.85801	18.62354	0.41	9	627.781255	398.24609520
97.85801	18.64854	0.41	9	627.726312	398.24609520
97.85801	18.67354	0.41	9	627.683412	398.24609520
97.85801	18.69854	0.41	9	627.652558	398.24609520
97.85801	18.72354	0.41	9	627.633752	398.24609520
97.85801	18.74854	0.41	9	627.626994	398.24609520
97.85801	18.77354	0.40	9	627.632287	393.34277020
97.85801	18.79854	0.39	9	627.649628	379.41438520
97.85801	18.82354	0.38	9	627.679017	373.49116860
97.85801	18.84854	0.37	9	627.720452	361.29463800
97.85801	18.87354	0.35	9	627.773931	343.06015300
97.85801	18.89854	0.36	9	627.726312	348.63327220
97.85801	18.92354	0.36	9	627.683412	352.30390130
97.85801	18.94854	0.36	9	627.652558	352.30390130
97.85801	18.97354	0.36	9	627.633752	348.74212600
97.85801	18.99854	0.35	9	627.626994	338.48829270
97.85801	19.02354	0.33	9	627.626994	322.96632710
97.85801	19.04854	0.33	9	627.632287	322.69958620
97.85801	19.07354	0.34	9	627.649628	338.28725640
97.85801	19.09854	0.36	9	627.679017	348.63327220
97.85801	19.12354	0.36	9	627.720452	352.30390130
97.85801	19.14854	0.36	9	627.773931	352.30390130
97.85801	19.17354	0.36	9	627.839451	352.30390130
97.85801	19.19854	0.36	9	627.917008	348.74212600
97.85801	19.22354	0.35	9	628.006598	338.48829270
97.85801	19.24854	0.36	9	628.108215	348.63327220
97.85801	19.27354	0.36	9	628.221854	352.30390130
97.85801	19.29854	0.36	9	628.347508	352.30390130
97.85801	19.32354	0.36	9	628.485170	348.74212600
97.85801	19.34854	0.35	9	628.634832	338.48829270
97.85801	19.37354	0.33	9	628.796485	324.76977000
97.85801	19.39854	0.33	9	628.970121	324.76977000
97.85801	19.42354	0.33	9	629.155728	324.76977000
97.85801	19.44854	0.33	9	629.353298	324.76977000
97.88301	17.82354	0.36	9	633.134529	352.30390130
97.88301	17.84854	0.37	9	632.697677	361.05731700
97.88301	17.87354	0.38	9	632.272483	373.36172080
97.88301	17.89854	0.39	9	631.858972	379.14372160
97.88301	17.92354	0.40	9	631.457167	393.19370910
97.88301	17.94854	0.41	9	631.067090	398.24609520
97.88301	17.97354	0.41	9	630.688762	405.12840210
97.88301	17.99854	0.42	9	630.322205	410.60835820
97.88301	18.02354	0.42	9	629.967440	410.60835820
97.88301	18.04854	0.42	9	629.624486	410.60835820
97.88301	18.07354	0.41	9	629.293362	405.29021190
97.88301	18.09854	0.41	9	628.974088	398.24609520
97.88301	18.12354	0.41	9	628.666682	398.24609520
97.88301	18.14854	0.41	9	628.371160	398.24609520
97.88301	18.17354	0.41	9	628.087540	398.24609520
97.88301	18.19854	0.41	9	627.815837	405.12840210
97.88301	18.22354	0.42	9	627.556068	410.60835820
97.88301	18.24854	0.42	9	627.308247	410.60835820
97.88301	18.27354	0.42	9	627.072388	412.51182890
97.88301	18.29854	0.42	9	626.848504	412.51182890
97.88301	18.32354	0.42	9	626.636609	407.12699740
97.88301	18.34854	0.40	9	626.436715	393.34277020
97.88301	18.37354	0.41	9	626.248833	405.12840210
97.88301	18.39854	0.42	9	626.072974	410.60835820
97.88301	18.42354	0.42	9	625.909148	410.60835820
97.88301	18.44854	0.42	9	625.757365	410.60835820
97.88301	18.47354	0.42	9	625.617633	410.60835820
97.88301	18.49854	0.42	9	625.489960	410.60835820
97.88301	18.52354	0.42	9	625.374354	410.60835820
97.88301	18.54854	0.42	9	625.270822	410.60835820
97.88301	18.57354	0.41	9	625.179369	405.29021190
97.88301	18.59854	0.41	9	625.100002	405.12840210
97.88301	18.62354	0.42	9	625.032723	410.60835820
97.88301	18.64854	0.42	9	624.977538	410.60835820
97.88301	18.67354	0.42	9	624.934449	410.60835820
97.88301	18.69854	0.42	9	624.903459	410.60835820
97.88301	18.72354	0.42	9	624.884570	410.60835820
97.88301	18.74854	0.42	9	624.877784	410.60835820
97.88301	18.77354	0.41	9	624.883099	405.29021190
97.88301	18.79854	0.41	9	624.900516	398.24609520
97.88301	18.82354	0.40	9	624.930035	393.34277020
97.88301	18.84854	0.39	9	624.971652	379.41438520
97.88301	18.87354	0.37	9	625.025367	361.05731700
97.88301	18.89854	0.38	9	624.977538	373.36172080
97.88301	18.92354	0.39	9	624.934449	377.75804200
97.88301	18.94854	0.39	9	624.903459	377.75804200
97.88301	18.97354	0.38	9	624.884570	373.49116860
97.88301	18.99854	0.37	9	624.877784	361.29463800
97.88301	19.02354	0.36	9	624.877784	348.74212600
97.88301	19.04854	0.35	9	624.883099	342.74830150
97.88301	19.07354	0.37	9	624.900516	361.05731700
97.88301	19.09854	0.38	9	624.930035	373.36172080
97.88301	19.12354	0.39	9	624.971652	377.75804200
97.88301	19.14854	0.39	9	625.025367	377.75804200
97.88301	19.17354	0.39	9	625.091175	377.75804200
97.88301	19.19854	0.38	9	625.169073	373.49116860
97.88301	19.22354	0.37	9	625.259056	361.29463800
